category,title,text,text_clean,pos,text_clean_pos
Sports,Lyon find their Sylvain lining,REVITALISED former French international striker Sylvain Wiltord hit the winner in Lyon #39;s 2-1 Champions League victory at Sparta Prague in a virtuoso display contrasting sharply with his fruitless time at Arsenal.,revitalised former french international striker sylvain wiltord hit winner lyon 39s 21 champion league victory sparta prague virtuoso display contrasting sharply fruitless time arsenal,VBN JJ JJ JJ NN NN NN VBD DT NN IN JJ CD CD NNS JJ NN IN JJ NN IN DT NN NN VBG RB IN PRP$ JJ NN IN JJ,revitalised_VBN former_JJ french_JJ international_JJ striker_NN sylvain_NN wiltord_NN hit_VBD winner_NN lyon_JJ 39s_CD 21_CD champion_NNS league_JJ victory_NN sparta_JJ prague_NN virtuoso_NN display_NN contrasting_VBG sharply_RB fruitless_JJ time_NN arsenal_JJ
Sports,Astros turn to Oswalt for crucial game,SAN FRANCISCO - Roy Oswalt will have to overcome a rib injury and Barry Bonds to become the first 19-game winner in the National League.,san francisco roy oswalt overcome rib injury barry bond become first 19game winner national league,JJ NN NN NN MD VB TO VB DT JJ NN CC NN NNS TO VB DT JJ CD NN IN DT JJ NN,san_JJ francisco_NN roy_NN oswalt_NN overcome_VB rib_JJ injury_NN barry_NN bond_NNS become_VB first_JJ 19game_CD winner_NN national_JJ league_NN
Sports,Pacers Give Fans Something to Cheer About (AP),"AP - The Indiana crowd jumped to its feet with a jubilant roar when Jamaal Tinsley scored off a steal by Fred Jones in the third quarter. After a long weekend of enduring the embarrassing fallout from their brawl in Detroit, the Pacers used a makeshift lineup and gave their fans plenty to cheer about.",ap indiana crowd jumped foot jubilant roar jamaal tinsley scored steal fred jones third quarter long weekend enduring embarrassing fallout brawl detroit pacer used makeshift lineup gave fan plenty cheer,IN DT NN NN VBD TO PRP$ NNS IN DT NN NN WRB NN NN VBD RP DT NN IN JJ NNS IN DT JJ NN IN DT JJ NN IN VBG DT VBG NN IN PRP$ NN IN CC DT NNS VBD DT JJ NN CC VBD PRP$ NNS VBP TO VB IN,ap_IN indiana_NN crowd_NN jumped_VBD foot_NNS jubilant_NN roar_NN jamaal_NN tinsley_NN scored_VBD steal_NN fred_JJ jones_NNS third_JJ quarter_NN long_JJ weekend_NN enduring_VBG embarrassing_VBG fallout_NN brawl_NN detroit_CC pacer_NNS used_VBD makeshift_JJ lineup_NN gave_VBD fan_NNS plenty_VBP cheer_VB
Sports,Q amp;A with Jorge Posada,"Here is what New York Yankee #39;s catcher, Jorge Posada had to say prior to game six between the Yankees and the Red Sox. PP: Just curious, on the Damon bunt last night, did you think at all about letting it fall and trying to get a double play that way?",new york yankee 39s catcher jorge posada say prior game six yankee red sox pp curious damon bunt last night think letting fall trying get double play way,RB VBZ WP JJ NN NN CD NN NN NN VBD TO VB RB TO NN CD IN DT NNS CC DT JJ NN NN RB JJ IN DT NN NN JJ NN VBD PRP VB IN DT IN VBG PRP NN CC VBG TO VB DT JJ NN DT NN,new_JJ york_NN yankee_NN 39s_CD catcher_NN jorge_NN posada_NN say_VB prior_RB game_NN six_CD yankee_NNS red_JJ sox_NN pp_NN curious_JJ damon_NN bunt_NN last_JJ night_NN think_VB letting_VBG fall_NN trying_VBG get_VB double_JJ play_NN way_NN
Sports,Munro rested for key start,"In terms of a silver lining, at least Houston fans should know that Pete Munro is well rested. Munro, the Astros #39; Game 2 starter, hasn #39;t been on the mound in a game since Oct. 1 ",term silver lining least houston fan know pete munro well rested munro astros 39 game 2 starter 39t mound game since oct 1,IN NNS IN DT NN NN IN JJS NN NNS MD VB IN JJ NN VBZ RB VBN PDT DT NN CD NN CD NN NN CD VBN IN DT NN IN DT NN IN $ CD,term_NNS silver_NN lining_NN least_JJS houston_NN fan_NNS know_VB pete_JJ munro_NN well_RB rested_VBN munro_PDT astros_NN 39_CD game_NN 2_CD starter_NN 39t_CD mound_NN game_NN since_IN oct_$ 1_CD
Sports,Record-breaking Fleming puts Kiwis in command,"CHITTAGONG, Bangladesh - Captain Stephen Fleming struck a sparkling century as New Zealand took control of the second and final Test against Bangladesh here on Tuesday.",chittagong bangladesh captain stephen fleming struck sparkling century new zealand took control second final test bangladesh tuesday,JJ NN NN NN VBG VBD DT JJ NN IN JJ NNP VBD NN IN DT JJ CC JJ NN IN NN RB IN NN,chittagong_JJ bangladesh_NN captain_NN stephen_NN fleming_VBG struck_VBD sparkling_JJ century_NN new_JJ zealand_NNP took_VBD control_NN second_JJ final_JJ test_NN bangladesh_NN tuesday_NN
Sports,Bengals LB Webster out for season,"Bengals middle linebacker Nate Webster will miss the rest of the season with a knee injury. Webster had surgery Monday to repair the patella tendon in his right knee, torn during the closing minutes of a 23-9 loss to the Baltimore Ravens on Sunday.",bengal middle linebacker nate webster miss rest season knee injury webster surgery monday repair patella tendon right knee torn closing minute 239 loss baltimore raven sunday,NNS JJ NN NN NN MD VB DT NN IN DT NN IN DT JJ NN NN VBD NN NN TO VB DT NN NN IN PRP$ JJ NN NN IN DT NN NNS IN DT JJ NN TO DT NN VBZ IN NN,bengal_NNS middle_JJ linebacker_NN nate_NN webster_NN miss_VB rest_NN season_NN knee_JJ injury_NN webster_NN surgery_NN monday_NN repair_VB patella_NN tendon_NN right_JJ knee_NN torn_NN closing_NN minute_NNS 239_JJ loss_NN baltimore_NN raven_VBZ sunday_NN
Sports,"College Basketball: Kansas, Oklahoma State Win"," LAWRENCE, Kan. (Sports Network) - Wayne Simien scored 14  points with 10 rebounds to lead No. 2 Kansas over Nevada,  85-52, at Allen Fieldhouse.",lawrence kan sport network wayne simien scored 14 point 10 rebound lead 2 kansa nevada 8552 allen fieldhouse,NN NN NNS NN VBP NN VBD CD NNS IN CD NNS TO VB DT CD NN IN JJ CD IN VBN NN,lawrence_NN kan_NN sport_NNS network_NN wayne_VBP simien_NN scored_VBD 14_CD point_NNS 10_CD rebound_NNS lead_VB 2_CD kansa_NN nevada_JJ 8552_CD allen_VBN fieldhouse_NN
Sports,Maryland football: Terps stun fifth-ranked Florida State,"As the Boston Red Sox buried decades of futility and anguish this week, the Maryland football program has slain its own mighty dragon.",boston red sox buried decade futility anguish week maryland football program slain mighty dragon,IN DT NN JJ NN VBD NNS IN NN CC VB DT NN DT NN NN NN VBZ VBN PRP$ JJ NN NN,boston_NN red_JJ sox_NN buried_VBD decade_NNS futility_NN anguish_VB week_NN maryland_NN football_NN program_NN slain_VBN mighty_NN dragon_NN
Sports,The game Mack Brown can #39;t win,While people out here debate the importance of Saturday #39;s Cal-USC game -- Biggest West Coast game in a decade? Biggest Cal game in school history?,people debate importance saturday 39s calusc game biggest west coast game decade biggest cal game school history,IN NNS RP RB VB DT NN IN JJ CD JJ NN JJS JJS NN NN IN DT NN JJS JJ NN IN NN NN,people_NNS debate_VB importance_NN saturday_JJ 39s_CD calusc_JJ game_NN biggest_JJS west_JJS coast_NN game_NN decade_NN biggest_JJS cal_JJ game_NN school_NN history_NN
Sports,Martinez the  Magnificent,"A baserunning gaffe turns Pedro Martinez into Pedro the magnificent, and now it's simply a matter of when the Red Sox end their eons of pain.",baserunning gaffe turn pedro martinez pedro magnificent simply matter red sox end eon pain,DT NN NN VBZ JJ NN IN NN DT NN CC RB PRP$ RB DT NN IN WRB DT JJ JJ VBP PRP$ NNS IN NN,baserunning_NN gaffe_NN turn_VBZ pedro_JJ martinez_NN pedro_NN magnificent_NN simply_RB matter_NN red_JJ sox_JJ end_VBP eon_NNS pain_NN
Sports,Everett picks up on Peabody miscues,"Ten turnovers later, No. 2 Everett was awarded no style points yesterday but did manage to pick up a key Greater Boston League victory, defeating No. 11 Peabody, 31-6. In a game that included nine fumbles and an interception, the Crimson Tide did a better job of capitalizing on Peabody's five turnovers than Peabody did on Everett's five ...",ten turnover later 2 everett awarded style point yesterday manage pick key greater boston league victory defeating 11 peabody 316 game included nine fumble interception crimson tide better job capitalizing peabody five turnover peabody everetts five,NN NNS RB DT CD NN VBD VBN RB NN NNS NN CC VBD NN TO VB RP DT JJ JJR NN NN NN VBG DT CD NN CD IN DT NN WDT VBD CD NNS CC DT NN DT NN NN VBD DT JJR NN IN VBG IN NN CD NNS IN NN VBD IN NN CD,ten_NN turnover_NNS later_RB 2_CD everett_NN awarded_VBN style_NN point_NNS yesterday_NN manage_NN pick_VB key_JJ greater_JJR boston_NN league_NN victory_NN defeating_VBG 11_CD peabody_NN 316_CD game_NN included_VBD nine_CD fumble_NNS interception_NN crimson_NN tide_NN better_JJR job_NN capitalizing_VBG peabody_NN five_CD turnover_NNS peabody_NN everetts_NN five_CD
Sports, #39;Maria Mania #39; grips Big Apple,New York - Manhattan is braced for an outbreak of  quot;Maria Mania quot; this week as 17-year-old Maria Sharapova leads a Russian assault on the US Open.,new york manhattan braced outbreak quotmaria mania quot week 17yearold maria sharapova lead russian assault u open,JJ NN NN VBZ VBN IN DT NN IN NN NN NN DT NN IN CD NNS JJ VBZ DT JJ NN IN DT PRP JJ,new_JJ york_NN manhattan_NN braced_VBN outbreak_NN quotmaria_NN mania_NN quot_NN week_NN 17yearold_CD maria_NNS sharapova_JJ lead_VBZ russian_JJ assault_NN u_PRP open_JJ
Sports,"Phelps, U.S. Win Men's 4x200 Freestyle Relay", ATHENS (Reuters) - Michael Phelps led the United States to  a narrow victory in the men's 4x200 meters freestyle relay at  the Athens Olympics Tuesday to collect his third gold medal in  four days.,athens reuters michael phelps led united state narrow victory men 4x200 meter freestyle relay athens olympics tuesday collect third gold medal four day,NNS NNS VBP NN VBD DT JJ NNS TO DT JJ NN IN DT NNS CD NNS JJ NN IN DT NNS NNS VBP TO VB PRP$ JJ NN NN IN CD NNS,athens_NNS reuters_NNS michael_VBP phelps_NN led_VBD united_JJ state_NNS narrow_JJ victory_NN men_NNS 4x200_CD meter_NNS freestyle_JJ relay_NN athens_NNS olympics_NNS tuesday_VBP collect_VB third_JJ gold_NN medal_NN four_CD day_NNS
Sports,Fire Midfielder Armas Has Knee Surgery (AP),AP - Chicago Fire midfielder Chris Armas will be out for four to six weeks after undergoing arthroscopic surgery on his right knee.,ap chicago fire midfielder chris armas four six week undergoing arthroscopic surgery right knee,NN NN NN NN NN NN MD VB RP IN CD TO CD NNS IN VBG NN NN IN PRP$ NN NN,ap_NN chicago_NN fire_NN midfielder_NN chris_NN armas_NN four_CD six_CD week_NNS undergoing_VBG arthroscopic_NN surgery_NN right_NN knee_NN
Sports,Bulgarian #39;s big lift heavy as pure gold,"ATHENS, GREECE - Bulgaria #39;s Milen Dobrev lived up to his top seeding and took the gold medal in the 207-pound (94 kg) division of the Olympic weightlifting tournament.",athens greece bulgaria 39s milen dobrev lived top seeding took gold medal 207pound 94 kg division olympic weightlifting tournament,NNS VBP RB CD NNS RB VBD RP TO PRP$ JJ NN CC VBD DT NN NN IN DT CD CD JJ NN IN DT NN VBG NN,athens_NNS greece_VBP bulgaria_RB 39s_CD milen_NNS dobrev_RB lived_VBD top_JJ seeding_NN took_VBD gold_NN medal_NN 207pound_CD 94_CD kg_JJ division_NN olympic_NN weightlifting_VBG tournament_NN
Sports,"DiFelice reports; Cubs recall Dubois, Wuertz, Mitre and Murray","Catcher Mike DiFelice reported to the Chicago Cubs on Monday, six days after being acquired from the Detroit Tigers. DiFelice, who hit .",catcher mike difelice reported chicago cub monday six day acquired detroit tiger difelice hit,NN NN NN VBD TO DT NN NN IN JJ CD NNS IN VBG VBN IN DT JJ NNS NN WP VBD,catcher_NN mike_NN difelice_NN reported_VBD chicago_NN cub_NN monday_JJ six_CD day_NNS acquired_VBN detroit_JJ tiger_NNS difelice_NN hit_VBD
Sports,Golf: Jimenez Takes Early Lead in European Masters," CRANS-SUR-SIERRE, Switzerland (Reuters) - Miguel Angel  Jimenez continued his rich vein of form by taking the early  lead in the opening round of the European Masters on Thursday.",cranssursierre switzerland reuters miguel angel jimenez continued rich vein form taking early lead opening round european master thursday,JJ NN NNS VBP NN NN VBD PRP$ JJ NN IN NN IN VBG DT JJ NN IN DT NN NN IN DT JJ NNS IN NN,cranssursierre_JJ switzerland_NN reuters_NNS miguel_VBP angel_NN jimenez_NN continued_VBD rich_JJ vein_NN form_NN taking_VBG early_JJ lead_NN opening_NN round_NN european_JJ master_NNS thursday_NN
Sports,Gibbs Has Redskins Looking Back to the Future,"When Joe Gibbs last coached in the NFL in the 1992 season there were no teams in Jacksonville or Carolina. Much has changed on the sporting landscape since, though with a new season ",joe gibbs last coached nfl 1992 season team jacksonville carolina much changed sporting landscape since though new season,WRB NN NN JJ VBN IN DT NN IN DT CD NN EX VBD DT NNS IN NN CC NN RB VBZ VBN IN DT NN NN IN IN IN DT JJ NN,joe_NN gibbs_NN last_JJ coached_VBN nfl_NN 1992_CD season_NN team_NNS jacksonville_NN carolina_NN much_RB changed_VBN sporting_NN landscape_NN since_IN though_IN new_JJ season_NN
Sports,Mets Reportedly to Make Pedro Martinez Contract Offer,"NEW YORK - Omar Minaya wants to make a splash this winter. And with trade talks about Sammy Sosa cooling off, the Mets #39; GM has turned his attention to free agent Pedro Martinez.",new york omar minaya want make splash winter trade talk sammy sosa cooling mets 39 gm turned attention free agent pedro martinez,JJ NN NN NN VBZ TO VB DT NN DT NN CC IN NN NNS IN JJ NNS VBG RP DT NNS CD NN VBZ VBN PRP$ NN TO JJ NN NN NN,new_JJ york_NN omar_NN minaya_NN want_VBZ make_VB splash_NN winter_NN trade_NN talk_NNS sammy_JJ sosa_NNS cooling_VBG mets_NNS 39_CD gm_NN turned_VBN attention_NN free_JJ agent_NN pedro_NN martinez_NN
Sports,Ukraine Unrest Worries Barcelona Soccer (AP),"AP - FC Barcelona asked the European soccer body, UEFA, whether it will be safe for the team to play in a Champions League game in Ukraine next week.",ap fc barcelona asked european soccer body uefa whether safe team play champion league game ukraine next week,NN NN NN VBD DT JJ NN NN IN IN PRP MD VB JJ IN DT NN TO VB IN DT NNS NN NN IN JJ JJ NN,ap_NN fc_NN barcelona_NN asked_VBD european_JJ soccer_NN body_NN uefa_IN whether_IN safe_JJ team_NN play_VB champion_NNS league_NN game_NN ukraine_JJ next_JJ week_NN
Sports,178 NHL Players Now in Europe (AP),"AP - Buffalo Sabres center Daniel Briere agreed to a deal Wednesday with SC Bern of the Swiss league, becoming the latest NHL player to head to Europe.",ap buffalo sabre center daniel briere agreed deal wednesday sc bern swiss league becoming latest nhl player head europe,NN NN NNS VBP NN RB VBD TO DT NN NN IN JJ NN IN DT JJ NN VBG DT JJS NN NN TO VB TO VB,ap_NN buffalo_NN sabre_NNS center_VBP daniel_NN briere_RB agreed_VBD deal_NN wednesday_NN sc_JJ bern_NN swiss_JJ league_NN becoming_VBG latest_JJS nhl_NN player_NN head_VB europe_VB
Sports,Auteur Zhang ready for Athens surprise show," quot;The world gave me eight minutes, and I will give the world a surprise, quot; said Chinese director Zhang Yimou, who is gearing up for a show at the closing ceremony of the Athens Olympics.",quotthe world gave eight minute give world surprise quot said chinese director zhang yimou gearing show closing ceremony athens olympics,JJ NN VBD PRP CD NNS CC NN MD VB DT NN DT NN NN VBD JJ NN NNP NN WP VBZ VBG RP IN DT NN IN DT NN NN IN DT NNS NNS,quotthe_JJ world_NN gave_VBD eight_CD minute_NNS give_VB world_NN surprise_NN quot_NN said_VBD chinese_JJ director_NN zhang_NNP yimou_NN gearing_VBG show_NN closing_NN ceremony_NN athens_NNS olympics_NNS
Sports,Phoenix Suns Team Report - November 17,"(Sports Network) - The much-improved Phoenix Suns visit the winless New Orleans Hornets tonight at New Orleans Arena. Phoenix put an end to a two-game losing streak on Tuesday, tallying a 107-101 victory over Dallas at the AmericanAirlines Arena.",sport network muchimproved phoenix sun visit winless new orleans hornet tonight new orleans arena phoenix put end twogame losing streak tuesday tallying 107101 victory dallas americanairlines arena,NNS NN DT VBN NN VBZ IN DT JJ JJ NNS NNS VBD IN JJ NNS VBP NN VBD DT NN TO DT NN VBG NN IN NN VBG DT CD NN IN NNS IN DT NNS VBP,sport_NNS network_NN muchimproved_VBN phoenix_NN sun_VBZ visit_IN winless_JJ new_JJ orleans_NNS hornet_NNS tonight_VBD new_JJ orleans_NNS arena_VBP phoenix_NN put_VBD end_NN twogame_NN losing_VBG streak_NN tuesday_NN tallying_VBG 107101_CD victory_NN dallas_NNS americanairlines_NNS arena_VBP
Sports,Tressel:  #39;Allegations Made Against Me Totally False #39;,"COLUMBUS, Ohio -- Ohio State football coach Jim Tressel issued a statement Tuesday afternoon, saying that allegations made about the program by former tailback Maurice Clarett were  quot;totally false.",columbus ohio ohio state football coach jim tressel issued statement tuesday afternoon saying allegation made program former tailback maurice clarett quottotally false,NN MD VB NN NN NN NN NN VBD DT NN NN NN VBG IN NNS VBN IN DT NN IN JJ NN NN NN VBD RB JJ,columbus_NN ohio_MD ohio_VB state_NN football_NN coach_NN jim_NN tressel_NN issued_VBD statement_NN tuesday_NN afternoon_NN saying_VBG allegation_NNS made_VBN program_NN former_JJ tailback_NN maurice_NN clarett_NN quottotally_RB false_JJ
Sports,Hochschorner brothers win C2 gold,"Pavol and Peter Hochschorner took the gold medal once again in pairs canoe slalom Friday, winning by more than 3 seconds. ",pavol peter hochschorner took gold medal pair canoe slalom friday winning 3 second,NN CC NN NN VBD DT NN NN RB RB IN NNS JJ NN NN VBG IN JJR IN CD NNS,pavol_NN peter_NN hochschorner_NN took_VBD gold_NN medal_NN pair_NNS canoe_JJ slalom_NN friday_NN winning_VBG 3_CD second_NNS
Sports,"Cal #39;s Arrington passes the torch to Lynch, and future looks bright","BERKELEY - Someone asked Marshawn Lynch, Cal #39;s precocious true freshman, how far he could throw a football. His tone is matter-of-fact, a  quot;how #39;s the weather quot; voice.",berkeley someone asked marshawn lynch cal 39s precocious true freshman far could throw football tone matteroffact quothow 39s weather quot voice,NN NN VBD NN JJ JJ CD JJ JJ NN WRB RB PRP MD VB DT NN PRP$ NN VBZ RBS DT NN CD DT NN NN NN,berkeley_NN someone_NN asked_VBD marshawn_NN lynch_JJ cal_JJ 39s_CD precocious_JJ true_JJ freshman_NN far_RB could_MD throw_VB football_NN tone_NN matteroffact_RBS quothow_NN 39s_CD weather_NN quot_NN voice_NN
Sports,New Jersey Nets Team Report - December 7,(Sports Network) - The New Jersey Nets try for their third consecutive win this evening when they head to Cleveland to face LeBron James and the Cavaliers at Gund Arena.,sport network new jersey net try third consecutive win evening head cleveland face lebron james cavalier gund arena,NNS NN DT JJ NN NNS VBP IN PRP$ JJ JJ NN DT NN WRB PRP VBP TO VB TO VB NN NNS CC DT NNS IN NN NN,sport_NNS network_NN new_JJ jersey_NN net_NNS try_VBP third_JJ consecutive_JJ win_NN evening_NN head_VBP cleveland_VB face_VB lebron_NN james_NNS cavalier_NNS gund_NN arena_NN
Sports,"Agali treble helps Nice fight back, beat Monaco",Victor Agali scored three goals within seven minutes Saturday as Nice mounted an incredible comeback to beat French first division leader Monaco 4-3.,victor agali scored three goal within seven minute saturday nice mounted incredible comeback beat french first division leader monaco 43,NN NN VBD CD NNS IN CD NNS RB IN JJ VBD DT JJ NN TO VB JJ JJ NN NN VBD CD,victor_NN agali_NN scored_VBD three_CD goal_NNS within_IN seven_CD minute_NNS saturday_RB nice_JJ mounted_VBD incredible_JJ comeback_NN beat_VB french_JJ first_JJ division_NN leader_NN monaco_VBD 43_CD
Sports,Sports World,"Denver  Dennis Rodman, the 43-year-old former NBA rebounding champion, participated in an informal workout with the Denver Nuggets on Thursday.",denver dennis rodman 43yearold former nba rebounding champion participated informal workout denver nugget thursday,RB NN VBD DT CD JJ NNS VBG NN VBD IN DT JJ NN IN DT NN NNS IN NN,denver_RB dennis_NN rodman_VBD 43yearold_CD former_JJ nba_NNS rebounding_VBG champion_NN participated_VBD informal_JJ workout_NN denver_NN nugget_NNS thursday_NN
Sports,Knicks Grind Up Slumping Grizzlies 90-82 (AP),"AP - Stephon Marbury made five 3-pointers in the second quarter to help put the Knicks ahead for good, and New York received a fourth-quarter boost from Jerome Williams in a 90-82 victory Wednesday night over the Memphis Grizzlies.",ap stephon marbury made five 3pointers second quarter help put knicks ahead good new york received fourthquarter boost jerome williams 9082 victory wednesday night memphis grizzly,JJ NN NN VBD CD NNS IN DT JJ NN TO VB VB DT NNS RB IN JJ CC JJ NN VBD DT NN NN IN JJ NNS IN DT CD NN JJ NN IN DT NN NNS,ap_JJ stephon_NN marbury_NN made_VBD five_CD 3pointers_NNS second_JJ quarter_NN help_VB put_VB knicks_NNS ahead_RB good_JJ new_JJ york_NN received_VBD fourthquarter_NN boost_NN jerome_JJ williams_NNS 9082_CD victory_NN wednesday_JJ night_NN memphis_NN grizzly_NNS
Sports,India dampen South Africa advance,South Africa added just 62 runs for the loss of three wickets as India pegged them back on day two of the second Test in Calcutta.,south africa added 62 run loss three wicket india pegged back day two second test calcutta,NN NN VBD RB CD NNS IN DT NN IN CD NNS IN NN VBD PRP RP IN NN CD IN DT JJ NN IN NN,south_NN africa_NN added_VBD 62_CD run_NNS loss_NN three_CD wicket_NNS india_NN pegged_VBD back_RP day_NN two_CD second_JJ test_NN calcutta_NN
Sports,"Broncos 31, Raiders 3","Jake Plummer and Reuben Droughns did little wrong while turning the Denver Broncos #39; biggest rivalry into a rout. On the other hand, Kerry Collins and Oakland #39;s offense did almost nothing right -- and the furious ",jake plummer reuben droughns little wrong turning denver bronco 39 biggest rivalry rout hand kerry collins oakland 39s offense almost nothing right furious,NN NN CC NN NN VBD JJ JJ IN VBG DT NN VBD CD JJS NN IN DT NN IN DT JJ NN NN NNS CC VBP CD NN VBD RB NN JJ CC DT JJ,jake_NN plummer_NN reuben_NN droughns_NN little_JJ wrong_JJ turning_VBG denver_NN bronco_VBD 39_CD biggest_JJS rivalry_NN rout_NN hand_NN kerry_NN collins_NNS oakland_VBP 39s_CD offense_NN almost_RB nothing_NN right_JJ furious_JJ
Sports,Pound says Jones case pivotal in doping fight,"If the drug allegations surrounding US track star Marion Jones are true, not only could she be stripped of her Olympic medals but American sprinters may also face tougher restrictions in the future, the head of the World Anti-Doping Agency said Monday.",drug allegation surrounding u track star marion jones true could stripped olympic medal american sprinter may also face tougher restriction future head world antidoping agency said monday,IN DT NN NNS VBG PRP VBP JJ NN NNS VBP JJ RB RB MD PRP VB VBN IN PRP$ NN NNS CC JJ NNS MD RB VB JJR NNS IN DT NN DT NN IN DT NN VBG NN VBD NN,drug_NN allegation_NNS surrounding_VBG u_PRP track_VBP star_JJ marion_NN jones_NNS true_JJ could_MD stripped_VBN olympic_NN medal_NNS american_JJ sprinter_NNS may_MD also_RB face_VB tougher_JJR restriction_NNS future_NN head_NN world_NN antidoping_VBG agency_NN said_VBD monday_NN
Sports,Manchester Utd confirm Glazer raises stake to 27.6 pct,"US sports tycoon Malcolm Glazer has raised his stake in Manchester United Plc to 27.63 percent from 25.3 percent, the Premier League club said on Tuesday, heightening speculation that he will bid for them.",u sport tycoon malcolm glazer raised stake manchester united plc 2763 percent 253 percent premier league club said tuesday heightening speculation bid,PRP NNS NN NN NN VBZ VBN PRP$ NN IN NN JJ NN TO CD NN IN CD NN DT JJR NN NN VBD IN JJ VBG NN IN PRP MD VB IN PRP,u_PRP sport_NNS tycoon_NN malcolm_NN glazer_NN raised_VBN stake_NN manchester_NN united_JJ plc_NN 2763_CD percent_NN 253_CD percent_NN premier_JJR league_NN club_NN said_VBD tuesday_JJ heightening_VBG speculation_NN bid_VB
Sports,Olympics: Venus out of Olympics,"ATHENS : Title-holder Venus Williams of the United States crashed out of the Olympic women #39;s singles tennis tournament here losing a third round tie 6-4, 6-4 to France #39;s Mary Pierce. ",athens titleholder venus williams united state crashed olympic woman 39s single tennis tournament losing third round tie 64 64 france 39s mary pierce,NNS VBP JJ NNS IN DT JJ NNS VBD IN IN DT JJ NNS CD NNS RB VBP RB VBG DT JJ NN VBD CD CD TO VB CD JJ NN,athens_NNS titleholder_VBP venus_JJ williams_NNS united_JJ state_NNS crashed_VBD olympic_JJ woman_NNS 39s_CD single_NNS tennis_RB tournament_VBP losing_VBG third_JJ round_NN tie_VBD 64_CD 64_CD france_VB 39s_CD mary_JJ pierce_NN
Sports,Quick free angers Mourinho,CHELSEA manager Jose Mourinho said he was  quot;more than unhappy quot; after Arsenal striker Thierry Henry #39;s second goal was allowed to stand at Highbury today.,chelsea manager jose mourinho said quotmore unhappy quot arsenal striker thierry henry 39s second goal allowed stand highbury today,NN NN NN NN VBD PRP VBD RB IN JJ NN IN JJ NN NN VBD CD JJ NN VBD VBN TO VB IN NN NN,chelsea_NN manager_NN jose_NN mourinho_NN said_VBD quotmore_RB unhappy_JJ quot_NN arsenal_JJ striker_NN thierry_NN henry_VBD 39s_CD second_JJ goal_NN allowed_VBN stand_VB highbury_NN today_NN
Sports,A Favorite Emerges,A company with close ties to White Sox owner Jerry Reinsdorf is a leading candidate for a contract to help plan Washington's new stadium.,company close tie white sox owner jerry reinsdorf leading candidate contract help plan washington new stadium,DT NN IN JJ NNS TO JJ NN NN NN NN VBZ DT JJ NN IN DT NN TO VB VB NNS JJ NN,company_NN close_JJ tie_NNS white_JJ sox_NN owner_NN jerry_NN reinsdorf_NN leading_JJ candidate_NN contract_NN help_VB plan_VB washington_NNS new_JJ stadium_NN
Sports,Wannstedt Quits As Miami Coach,Miami Dolphins coach Dave Wannstedt called it quits today midway through a dismal season that began with the retirement of running back Ricky Williams and has left the team with the NFL #39;s worst record at 1-8.,miami dolphin coach dave wannstedt called quits today midway dismal season began retirement running back ricky williams left team nfl 39s worst record 18,NN VBZ VBP VB NN VBN PRP VBZ NN RB IN DT JJ NN WDT VBD IN DT NN IN VBG RB JJ NN CC VBZ VBN DT NN IN DT JJ CD JJS NN IN CD,miami_NN dolphin_VBZ coach_VBP dave_VB wannstedt_NN called_VBN quits_VBZ today_NN midway_RB dismal_JJ season_NN began_VBD retirement_NN running_VBG back_RB ricky_JJ williams_NN left_VBN team_NN nfl_JJ 39s_CD worst_JJS record_NN 18_CD
Sports,Miss Peru Wins World Beauty Title,"Miss Peru, Maria Julia Mantilla Garcia, was crowned Miss World 2004 at a glittering event held in China. Miss Dominican Republic Claudia Julissa Cruz Rodriguez was the first runner-up, and Miss USA Nancy Randall was third.",miss peru maria julia mantilla garcia crowned miss world 2004 glittering event held china miss dominican republic claudia julissa cruz rodriguez first runnerup miss usa nancy randall third,NN NN NN NN NN NN VBD VBN JJ NN CD IN DT VBG NN VBN IN NN NNS JJ JJ NN NN NN NN VBD DT JJ NN CC JJ JJ NN NN VBD JJ,miss_NN peru_NN maria_NN julia_NN mantilla_NN garcia_NN crowned_VBN miss_JJ world_NN 2004_CD glittering_VBG event_NN held_VBN china_NN miss_NNS dominican_JJ republic_JJ claudia_NN julissa_NN cruz_NN rodriguez_NN first_JJ runnerup_NN miss_JJ usa_JJ nancy_NN randall_NN third_JJ
Sports,"Cardinals, King Agree to Contract Terms (AP)",AP - The St. Louis Cardinals agreed to terms on a two-year contract with left-handed reliever Ray King on Friday.,ap st louis cardinal agreed term twoyear contract lefthanded reliever ray king friday,IN DT NN NN NNS VBD TO NNS IN DT JJ NN IN VBN NN NN VBG IN NN,ap_IN st_NN louis_NN cardinal_NNS agreed_VBD term_NNS twoyear_JJ contract_NN lefthanded_VBN reliever_NN ray_NN king_VBG friday_NN
Sports,Twins make it official,"While most of his players quietly shuffled into the clubhouse, White Sox manager Ozzie Guillen remained in the dugout Monday night and watched the rival Twins celebrate.",player quietly shuffled clubhouse white sox manager ozzie guillen remained dugout monday night watched rival twin celebrate,IN JJS IN PRP$ NNS RB VBD IN DT NN JJ NN NN VBP NN VBN IN DT NN NN NN CC VBD DT JJ NNS VBP,player_NNS quietly_RB shuffled_VBD clubhouse_NN white_JJ sox_NN manager_NN ozzie_VBP guillen_NN remained_VBN dugout_NN monday_NN night_NN watched_VBD rival_JJ twin_NNS celebrate_VBP
